Source,Target ,Type,Attribute,Value,SourceType,TargetType
2018/11,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2018/12,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/01,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/02,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/03,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/04,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/05,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/06,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/07,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/08,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/09,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/10,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2019/11,2019/12,Temporary-Temporary,Term,0,Temporary,Temporary
2009/03,2020/01,Temporary-Temporary,Term,1,Temporary,Temporary
2009/04,2020/01,Temporary-Temporary,Term,1,Temporary,Temporary
2009/05,2020/01,Temporary-Temporary,Term,1,Temporary,Temporary
2009/03,2020/02,Temporary-Temporary,Term,1,Temporary,Temporary
2009/04,2020/02,Temporary-Temporary,Term,1,Temporary,Temporary
2009/05,2020/02,Temporary-Temporary,Term,1,Temporary,Temporary
2020/01,2020/02,Temporary-Temporary,Term,1,Temporary,Temporary
2009/06,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2020/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2020/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2020/08,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2020/09,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2020/10,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2020/11,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2020/11,2020/12,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/11,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2020/12,2021/01,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/11,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2020/12,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2021/01,2021/02,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/11,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2020/12,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2021/01,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2021/02,2021/03,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/11,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2020/12,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2021/01,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2021/02,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2021/03,2021/04,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/11,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2020/12,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2021/01,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2021/02,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2021/03,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2021/04,2021/05,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/07,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/08,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/09,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/10,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/11,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2020/12,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2021/01,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2021/02,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2021/03,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2021/04,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2021/05,2021/06,Temporary-Temporary,Term,3,Temporary,Temporary
2009/06,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/07,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/08,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/09,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/10,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/11,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2009/12,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/01,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/02,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/03,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/04,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/05,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/06,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/07,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2010/08,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/03,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/04,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/05,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
2020/06,2021/07,Temporary-Temporary,Term,3,Temporary,Temporary
